@relation water_potability-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-R10-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R10

@attribute Instance_number numeric
@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Conductivity numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Cluster numeric

@data
856,0.565585,0.641005,0.323304,0.67763,0.492553,0.420395,0.765818,0.584039,0.62662,0
857,0.358432,0.53406,0.443241,0.454284,0.581699,0.230816,0.314463,0.68916,0.677851,1
858,0.46396,0.742056,0.532863,0.636188,0.581699,0.259787,0.293257,0.647589,0.366888,1
859,0.505771,0.564464,0.457489,0.52639,0.612231,0.462032,0.673386,0.426183,0.568369,1
860,0.627369,0.61881,0.260444,0.550957,0.582489,0.362918,0.542319,0.376134,0.533964,0
861,0.505771,0.498087,0.462648,0.485169,0.573017,0.349768,0.338866,0.497127,0.369308,1
862,0.582833,0.61016,0.274969,0.658914,0.540445,0.486234,0.459484,0.483813,0.284968,0
863,0.548957,0.663435,0.114992,0.597993,0.57527,0.544482,0.461071,0.594917,0.516012,0
864,0.55443,0.457774,0.250015,0.365297,0.572084,0.593078,0.342824,0.703733,0.34152,0
865,0.514852,0.567947,0.298375,0.407504,0.518615,0.447712,0.413586,0.248677,0.615534,0
866,0.499074,0.443593,0.314445,0.365221,0.673291,0.427006,0.579107,0.390584,0.571972,0
867,0.335157,0.631559,0.392253,0.705382,0.507666,0.393572,0.399167,0.480806,0.483836,0
868,0.505771,0.62495,0.156303,0.638877,0.513702,0.37653,0.391907,0.575096,0.327743,0
869,0.289959,0.55479,0.41784,0.62545,0.581699,0.406873,0.340415,0.532673,0.544587,1
870,0.599282,0.602969,0.284926,0.625974,0.581699,0.506919,0.65522,0.568638,0.400778,0
871,0.763967,0.627581,0.168305,0.482929,0.474323,0.407045,0.481793,0.470526,0.51141,0
872,0.485121,0.465963,0.347206,0.528315,0.626344,0.429749,0.396819,0.442277,0.258535,0
873,0.710997,0.672914,0.056683,0.753648,0.581699,0.27699,0.618528,0.662905,0.492136,0
874,0.505771,0.622268,0.156231,0.525454,0.567349,0.358238,0.511416,0.459104,0.451363,0
875,0.320699,0.510787,0.239468,0.636715,0.696607,0.589484,0.345846,0.522827,0.439823,0
876,0.572919,0.465888,0.35199,0.558534,0.63626,0.432235,0.10601,0.580611,0.376654,0
877,0.363574,0.460058,0.55451,0.500189,0.703529,0.603081,0.571171,0.387859,0.640738,1
878,0.46192,0.605405,0.238517,0.524692,0.498744,0.215914,0.382407,0.532673,0.370234,0
879,0.47875,0.584427,0.471812,0.5227,0.493551,0.315574,0.322398,0.431128,0.532795,1
880,0.411872,0.479305,0.44953,0.457686,0.581699,0.620406,0.407208,0.72422,0.571378,1
881,0.469364,0.581479,0.378482,0.464047,0.525088,0.553316,0.408996,0.605853,0.587247,1
882,0.607801,0.554504,0.16856,0.472841,0.506771,0.706011,0.367777,0.511833,0.202286,0
883,0.425284,0.504277,0.524086,0.633087,0.62129,0.410254,0.476587,0.553048,0.49573,1
884,0.385943,0.501326,0.446407,0.618833,0.581699,0.709782,0.299772,0.508344,0.45783,1
885,0.399781,0.418194,0.387636,0.55613,0.581699,0.618782,0.650373,0.439944,0.388876,1
886,0.759494,0.547517,0.207496,0.530998,0.550018,0.595504,0.556406,0.576317,0.429657,0
887,0.351201,0.417222,0.369555,0.287472,0.65787,0.630031,0.359392,0.532673,0.451258,1
888,0.513078,0.554736,0.21641,0.597268,0.651454,0.762526,0.343929,0.574377,0.445555,0
889,0.423103,0.43609,0.420821,0.465292,0.628871,0.507772,0.519941,0.426602,0.502432,1
890,0.526931,0.462749,0.246609,0.453452,0.68747,0.695938,0.372251,0.628265,0.582654,0
891,0.559535,0.629418,0.460019,0.705976,0.531983,0.490783,0.50318,0.456714,0.781023,1
892,0.338983,0.503718,0.539072,0.66446,0.685076,0.201939,0.482158,0.387089,0.42525,1
893,0.646845,0.540617,0.326819,0.429479,0.482354,0.281321,0.406653,0.677753,0.757594,1
894,0.392297,0.467331,0.428546,0.604378,0.675068,0.558626,0.207272,0.475887,0.348673,1
895,0.320537,0.549959,0.599931,0.735778,0.593839,0.36562,0.226953,0.607898,0.248766,1
896,0.501942,0.500155,0.503528,0.645673,0.563765,0.253184,0.298161,0.421692,0.737955,1
897,0.728617,0.488402,0.126346,0.408258,0.593078,0.192559,0.431798,0.404256,0.704239,0
898,0.484591,0.337096,0.2832,0.292206,0.581699,0.336968,0.323151,0.781661,0.490744,0
899,0.577173,0.433309,0.292502,0.510024,0.581699,0.733491,0.540528,0.444972,0.495524,0
900,0.505771,0.522018,0.224877,0.480524,0.615175,0.424046,0.370239,0.527768,0.513771,0
901,0.524641,0.489223,0.08815,0.501945,0.695601,0.312491,0.700533,0.590214,0.372237,0
902,0.423124,0.555436,0.541571,0.554054,0.581699,0.382025,0.444363,0.508879,0.460287,1
903,0.591814,0.540894,0.308275,0.548404,0.607722,0.362777,0.457911,0.587764,0.75411,0
904,0.424966,0.409916,0.272187,0.445707,0.677011,0.471321,0.542527,0.499994,0.495783,0
905,0.505771,0.525116,0.555608,0.674063,0.666058,0.512885,0.525106,0.406206,0.292746,1
906,0.505771,0.611425,0.585327,0.757613,0.573413,0.658597,0.46505,0.657395,0.280608,1
907,0.378327,0.626238,0.643877,0.695168,0.549479,0.370554,0.321201,0.471057,0.466718,1
908,0.734433,0.548127,0.127858,0.406764,0.576705,0.676033,0.515774,0.227423,0.590456,0
909,0.501203,0.435015,0.290513,0.434525,0.663361,0.507119,0.325387,0.359105,0.501304,0
910,0.490829,0.544394,0.315847,0.623041,0.642237,0.346281,0.614587,0.526977,0.516239,0
911,0.505771,0.604807,0.142267,0.543716,0.581699,0.554892,0.282886,0.299188,0.766638,0
912,0.591005,0.538178,0.291764,0.553433,0.671553,0.328253,0.566909,0.532673,0.212786,0
913,0.588491,0.54692,0.182746,0.388023,0.512255,0.383976,0.423116,0.652754,0.252356,0
914,0.413654,0.518694,0.327837,0.465469,0.619381,0.635426,0.594132,0.678637,0.501954,1
915,0.439526,0.688115,0.356796,0.605753,0.503477,0.530926,0.569933,0.465433,0.487869,0
916,0.521647,0.542348,0.356812,0.394575,0.500586,0.472358,0.477608,0.575788,0.509524,1
917,0.542334,0.470267,0.23957,0.445334,0.625629,0.303922,0.573255,0.335685,0.357615,0
918,0.48458,0.515707,0.203853,0.437086,0.581699,0.52255,0.705226,0.615628,0.495781,0
919,0.40049,0.595161,0.527081,0.505749,0.581699,0.463231,0.717508,0.417655,0.49555,1
920,0.505771,0.638434,0.590577,0.706694,0.58076,0.33651,0.548678,0.518884,0.44768,1
921,0.351575,0.54356,0.626763,0.688294,0.722207,0.307745,0.418618,0.495908,0.159141,1
922,0.407199,0.502337,0.444029,0.56447,0.581699,0.311305,0.493848,0.452089,0.478,1
923,0.505771,0.609907,0.410757,0.425455,0.389483,0.43344,0.369903,0.571363,0.318397,1
924,0.762718,0.439852,0.110751,0.353354,0.581699,0.255614,0.540103,0.372657,0.540415,0
925,0.543009,0.551054,0.181019,0.512593,0.499861,0.050424,0.60252,0.503875,0.425198,0
926,0.631877,0.511379,0.285915,0.446643,0.534472,0.416032,0.571473,0.482822,0.278888,0
927,0.482264,0.565734,0.426966,0.627277,0.604765,0.349661,0.663882,0.46694,0.436001,1
928,0.505771,0.365158,0.21799,0.421225,0.696014,0.308166,0.424479,0.583777,0.410208,0
929,0.505771,0.560944,0.200277,0.569513,0.581699,0.381912,0.404146,0.532673,0.565176,0
930,0.363444,0.408175,0.637115,0.446468,0.700562,0.382387,0.689257,0.55127,0.217549,1
931,0.496779,0.407463,0.354222,0.324219,0.591617,0.526554,0.324272,0.633006,0.325149,0
932,0.641701,0.570261,0.243617,0.649228,0.581699,0.411667,0.475815,0.553009,0.188254,0
933,0.679976,0.568203,0.278087,0.454174,0.516195,0.374594,0.569402,0.353194,0.481103,0
934,0.335742,0.536544,0.572939,0.592335,0.58597,0.625995,0.29321,0.519084,0.384183,1
935,0.741867,0.556633,0.289978,0.43002,0.596537,0.270689,0.464345,0.498278,0.656332,0
936,0.410466,0.493448,0.579782,0.44731,0.564036,0.301981,0.396508,0.566176,0.445901,1
937,0.505771,0.527902,0.177396,0.360307,0.556083,0.264877,0.496727,0.63707,0.614317,0
938,0.505771,0.73097,0.409353,0.670821,0.476723,0.526989,0.457558,0.55464,0.470991,1
939,0.772235,0.586419,0.189263,0.766267,0.627568,0.370201,0.508616,0.529704,0.560821,0
940,0.640488,0.65747,0.269987,0.531184,0.544146,0.480788,0.398467,0.621377,0.416781,0
941,0.505771,0.598559,0.088309,0.492825,0.579644,0.153641,0.608525,0.722672,0.156247,0
942,0.4892,0.570857,0.332226,0.737613,0.734841,0.363996,0.386925,0.395207,0.317649,0
943,0.632979,0.555621,0.245068,0.446045,0.523043,0.59506,0.443695,0.560858,0.402554,0
944,0.303785,0.371816,0.331278,0.228504,0.493763,0.429529,0.532067,0.547313,0.404292,1
945,0.480702,0.660069,0.374232,0.734353,0.545863,0.595167,0.419174,0.547728,0.619081,1
946,0.423181,0.504868,0.723329,0.49019,0.604032,0.160814,0.404525,0.476373,0.52455,1
947,0.484563,0.53038,0.219291,0.377257,0.553158,0.518259,0.49257,0.532673,0.340333,0
948,0.527921,0.623536,0.414623,0.658194,0.581699,0.649765,0.595033,0.485636,0.543606,1
949,0.462154,0.469018,0.497048,0.316332,0.555802,0.600543,0.55227,0.677919,0.316769,1
950,0.495028,0.517815,0.418005,0.462415,0.5739,0.525049,0.454003,0.566666,0.425373,1
951,0.66446,0.686087,0.080611,0.622184,0.581699,0.325979,0.408582,0.140864,0.420871,0
952,0.530143,0.627343,0.253697,0.689285,0.542319,0.492802,0.566347,0.645222,0.407187,0
953,0.470219,0.420504,0.2899,0.484547,0.581699,0.352606,0.608986,0.352083,0.439187,0
954,0.443174,0.595625,0.576603,0.460653,0.525895,0.648725,0.247543,0.45117,0.502327,1
955,0.647616,0.565675,0.367606,0.439204,0.547072,0.550272,0.619449,0.613965,0.492611,1
956,0.336651,0.587286,0.324263,0.488384,0.491337,0.301974,0.45302,0.721332,0.467642,0
957,0.755813,0.603371,0.180236,0.572751,0.486278,0.552034,0.604264,0.670177,0.286811,0
958,0.541019,0.654907,0.137122,0.546643,0.581699,0.441011,0.346319,0.439129,0.422908,0
959,0.438485,0.402587,0.325238,0.505686,0.634121,0.336376,0.429801,0.648968,0.610189,0
960,0.37688,0.504007,0.685364,0.509666,0.542106,0.228236,0.642315,0.573258,0.460017,1
961,0.484063,0.515092,0.317584,0.628916,0.700102,0.417714,0.483968,0.489303,0.353954,0
962,0.517101,0.596466,0.223144,0.614644,0.613708,0.547221,0.506378,0.259671,0.582686,0
963,0.46802,0.519114,0.246962,0.514802,0.645733,0.300039,0.486445,0.532673,0.376893,0
964,0.600626,0.592558,0.44891,0.491758,0.462141,0.654178,0.388691,0.538072,0.174474,1
965,0.570457,0.560995,0.330451,0.41781,0.581699,0.517934,0.385379,0.349692,0.636184,1
966,0.526208,0.49915,0.227084,0.409579,0.55555,0.271873,0.49938,0.399629,0.302764,0
967,0.433053,0.643505,0.419031,0.71322,0.581699,0.35657,0.416657,0.68645,0.551986,1
968,0.561177,0.570751,0.086989,0.427765,0.609451,0.438149,0.488418,0.448018,0.583226,0
969,0.368457,0.514573,0.570803,0.499735,0.601856,0.262483,0.410337,0.49169,0.604245,1
970,0.505771,0.544589,0.281063,0.459843,0.581699,0.392634,0.555183,0.553545,0.379716,0
971,0.457077,0.662319,0.372969,0.795761,0.53141,0.474751,0.43776,0.532673,0.221316,0
972,0.528161,0.582284,0.485942,0.584289,0.581699,0.368995,0.420438,0.641256,0.531895,1
973,0.317418,0.699099,0.389932,0.737096,0.593847,0.616384,0.370789,0.554092,0.678412,1
974,0.589082,0.466027,0.157505,0.36184,0.55516,0.211095,0.339866,0.573576,0.471161,0
975,0.350154,0.606517,0.459031,0.748622,0.591248,0.338462,0.509699,0.493689,0.387417,1
976,0.490224,0.533765,0.382384,0.613809,0.618605,0.450716,0.477385,0.716273,0.542594,0
977,0.476395,0.519852,0.261471,0.471309,0.5549,0.352818,0.216555,0.695288,0.097346,0
978,0.542548,0.57921,0.216155,0.457195,0.565887,0.473827,0.483166,0.708104,0.369331,0
979,0.583077,0.492324,0.328615,0.444349,0.579735,0.513785,0.61487,0.396447,0.347371,0
980,0.633591,0.529351,0.271453,0.377934,0.537892,0.304248,0.644913,0.47112,0.516684,0
981,0.626405,0.609146,0.22409,0.56333,0.550518,0.327936,0.640582,0.438231,0.439917,0
982,0.338385,0.609729,0.498525,0.659875,0.581699,0.230878,0.339858,0.504425,0.454413,1
983,0.556491,0.540628,0.389786,0.503615,0.628119,0.507179,0.503575,0.355394,0.307471,0
984,0.505771,0.692721,0.429712,0.651111,0.518573,0.328403,0.366281,0.734219,0.338678,0
985,0.434808,0.606199,0.185652,0.538546,0.581699,0.284315,0.422694,0.794638,0.41911,0
986,0.546521,0.556001,0.186815,0.492859,0.625671,0.418538,0.63846,0.423252,0.341849,0
987,0.340821,0.554757,0.782861,0.689882,0.600261,0.226357,0.634802,0.510507,0.470216,1
988,0.505771,0.519415,0.436612,0.336373,0.492621,0.57322,0.536358,0.514059,0.378677,1
989,0.385147,0.546208,0.321469,0.586397,0.624809,0.416764,0.475728,0.647647,0.289076,0
990,0.391235,0.428029,0.471629,0.404776,0.687136,0.537354,0.57721,0.644942,0.927858,1
991,0.454583,0.529848,0.371671,0.494923,0.581699,0.438413,0.53915,0.517912,0.626661,1
992,0.505771,0.650485,0.650541,0.645222,0.581699,0.624521,0.442328,0.532673,0.645373,1
993,0.596282,0.666581,0.216928,0.569206,0.524588,0.604864,0.630801,0.464984,0.523324,0
994,0.47257,0.535194,0.338194,0.452788,0.581699,0.352602,0.286758,0.329378,0.602327,0
995,0.593741,0.566983,0.13802,0.55611,0.581699,0.632865,0.508444,0.655276,0.29081,0
996,0.488302,0.432769,0.393592,0.509529,0.579159,0.366036,0.529003,0.700653,0.419099,0
997,0.456105,0.667616,0.434044,0.659284,0.581699,0.420705,0.550311,0.588362,0.611026,1
998,0.463574,0.573501,0.313209,0.590391,0.680512,0.521636,0.521268,0.456297,0.185457,0
999,0.505771,0.685276,0.403122,0.709093,0.487709,0.52036,0.43379,0.37206,0.724945,1
1000,0.474918,0.486979,0.499334,0.439082,0.61053,0.133285,0.596109,0.280364,0.638595,1
1001,0.505771,0.593226,0.342386,0.568836,0.581699,0.684189,0.494669,0.726213,0.523266,1
1002,0.66597,0.599505,0.253344,0.403058,0.476801,0.38172,0.322692,0.598857,0.294318,0
1003,0.327283,0.502974,0.551276,0.470168,0.532774,0.393276,0.670492,0.499629,0.576708,1
1004,0.563203,0.65947,0.351571,0.591083,0.528903,0.327506,0.36151,0.398065,0.601558,0
1005,0.440631,0.692327,0.402365,0.576752,0.399085,0.526685,0.762145,0.636297,0.564523,1
1006,0.516489,0.472059,0.288045,0.427885,0.609587,0.325616,0.678657,0.475127,0.78881,0
1007,0.505771,0.68037,0.058778,0.515595,0.448157,0.650528,0.659694,0.682366,0.495622,0
1008,0.620936,0.498168,0.212833,0.48296,0.623681,0.663594,0.451278,0.575975,0.273818,0
1009,0.505771,0.534561,0.536239,0.720375,0.581699,0.184155,0.314785,0.577365,0.336865,1
1010,0.342676,0.518271,0.344124,0.456869,0.561866,0.307685,0.364514,0.512121,0.489413,0
1011,0.665655,0.550983,0.229423,0.581835,0.673384,0.274469,0.49867,0.508295,0.506567,0
1012,0.541549,0.483573,0.191578,0.362059,0.565794,0.763125,0.435297,0.312164,0.568592,0
1013,0.382015,0.671897,0.188437,0.584288,0.522644,0.332996,0.374547,0.527811,0.351894,0
1014,0.391991,0.477979,0.325764,0.380386,0.500707,0.575536,0.398026,0.471545,0.524405,1
1015,0.505771,0.57726,0.663143,0.662361,0.543843,0.501117,0.472165,0.573676,0.763118,1
1016,0.593997,0.630552,0.259454,0.714192,0.622609,0.559911,0.764741,0.605434,0.247724,0
1017,0.610791,0.612945,0.469383,0.515443,0.472185,0.576036,0.536489,0.641895,0.490902,1
1018,0.429511,0.621749,0.348943,0.700106,0.545885,0.459542,0.480626,0.500602,0.379206,0
1019,0.410291,0.458551,0.46089,0.521748,0.643301,0.270308,0.563034,0.524974,0.325516,1
1020,0.372785,0.425689,0.438164,0.488494,0.581699,0.420978,0.454823,0.593714,0.554725,1
1021,0.505771,0.700049,0.420953,0.799968,0.581699,0.463854,0.435765,0.645214,0.360816,0
1022,0.532765,0.581644,0.167345,0.670734,0.581699,0.456204,0.633153,0.350149,0.281354,0
1023,0.787706,0.656134,0.210211,0.560833,0.540731,0.340553,0.223519,0.387719,0.515957,0
1024,0.480684,0.706339,0.289865,0.740247,0.548916,0.453566,0.435679,0.498462,0.482787,0
1025,0.296444,0.462454,0.675935,0.408444,0.581699,0.42627,0.395939,0.69726,0.388045,1
1026,0.511386,0.451171,0.47013,0.427796,0.648605,0.610365,0.609848,0.63569,0.34126,1
1027,0.505771,0.681868,0.223393,0.641835,0.581699,0.463294,0.457278,0.413487,0.418349,0
1028,0.44355,0.442111,0.365969,0.354083,0.56353,0.643153,0.567629,0.411867,0.462047,1
1029,0.505771,0.476422,0.166976,0.562117,0.639313,0.325736,0.477738,0.459699,0.506033,0
1030,0.686324,0.667079,0.069351,0.487345,0.488373,0.257792,0.367418,0.631421,0.301153,0
1031,0.383993,0.385506,0.928425,0.590379,0.581699,0.546297,0.494867,0.462227,0.515073,1
1032,0.621223,0.431716,0.450382,0.391305,0.691031,0.370847,0.442478,0.602672,0.516273,1
1033,0.553495,0.549204,0.305699,0.549815,0.533534,0.326862,0.298239,0.523386,0.318953,0
1034,0.508423,0.611858,0.324214,0.724356,0.625187,0.263156,0.587706,0.675755,0.522512,0
1035,0.593574,0.59946,0.666848,0.57545,0.489317,0.321666,0.412715,0.565846,0.628812,1
1036,0.394593,0.397946,0.425231,0.469087,0.712405,0.513865,0.56334,0.408631,0.488446,1
1037,0.728673,0.520026,0.141167,0.355998,0.504204,0.262119,0.625496,0.550125,0.475411,0
1038,0.383438,0.52053,0.530296,0.606406,0.631644,0.444485,0.374852,0.869391,0.104773,1
1039,0.638414,0.364482,0.168152,0.261626,0.687941,0.52257,0.566312,0.490176,0.261152,0
1040,0.580301,0.580639,0.429647,0.641005,0.537054,0.437419,0.301747,0.513104,0.619107,1
1041,0.513212,0.557315,0.409046,0.380797,0.439577,0.354157,0.39186,0.181715,0.418871,1
1042,0.392821,0.663337,0.222999,0.725446,0.633707,0.455852,0.48049,0.532673,0.831315,0
1043,0.505771,0.758968,0.140936,0.732632,0.466184,0.250961,0.561243,0.583713,0.363335,0
1044,0.379984,0.568642,0.362358,0.602862,0.528441,0.380575,0.451114,0.668657,0.279019,0
1045,0.454937,0.68159,0.560466,0.690328,0.472546,0.307652,0.268708,0.474942,0.156155,1
1046,0.480964,0.544559,0.445102,0.44486,0.496939,0.378067,0.658775,0.436247,0.326717,1
1047,0.491644,0.591494,0.229492,0.539466,0.533345,0.680134,0.527139,0.566905,0.501473,0
1048,0.572394,0.644649,0.329272,0.585941,0.510168,0.350664,0.400997,0.633034,0.566251,0
1049,0.590861,0.568726,0.392005,0.633769,0.579184,0.558182,0.496452,0.570206,0.697714,1
1050,0.624785,0.366212,0.358811,0.399779,0.68281,0.395022,0.524601,0.579465,0.626533,1
1051,0.582489,0.561806,0.41539,0.571403,0.676715,0.728128,0.367925,0.581256,0.424717,1
1052,0.646123,0.633867,0.369554,0.568128,0.466046,0.659715,0.504122,0.355481,0.522537,1
1053,0.637315,0.58068,0.212966,0.642547,0.650353,0.501968,0.516963,0.864373,0.497585,0
1054,0.425807,0.488505,0.387565,0.456892,0.670327,0.675066,0.214239,0.465973,0.656,1
1055,0.505771,0.573129,0.324974,0.539834,0.53484,0.660076,0.833427,0.547648,0.41631,0
1056,0.584601,0.432383,0.289361,0.288607,0.576524,0.317827,0.396009,0.450849,0.595402,0
1057,0.545461,0.694631,0.292504,0.840276,0.632214,0.583151,0.246646,0.445113,0.356004,0
1058,0.555385,0.528289,0.252577,0.58937,0.554884,0.210314,0.428282,0.716474,0.351573,0
1059,0.544082,0.541093,0.439353,0.550353,0.614094,0.257988,0.243191,0.481955,0.178019,0
1060,0.476067,0.621483,0.265267,0.545832,0.485317,0.40364,0.574432,0.326928,0.577073,0
1061,0.505771,0.488697,0.497911,0.467566,0.471454,0.389321,0.479398,0.856985,0.454863,1
1062,0.629668,0.583619,0.434434,0.537923,0.568472,0.435288,0.189722,0.711292,0.269594,0
1063,0.554688,0.456138,0.220263,0.519147,0.655664,0.30517,0.356901,0.314878,0.333607,0
1064,0.444654,0.443644,0.479633,0.408839,0.581699,0.347343,0.589866,0.606684,0.24973,1
1065,0.505771,0.63944,0.255684,0.621307,0.496692,0.312988,0.499398,0.385014,0.511992,0
1066,0.611932,0.409101,0.383576,0.308018,0.657006,0.540393,0.261577,0.541434,0.256178,0
1067,0.499585,0.613849,0.37281,0.739282,0.719122,0.328725,0.642424,0.477954,0.557554,0
1068,0.238899,0.395543,0.903253,0.640165,0.68786,0.531857,0.566307,0.558846,0.212732,1
1069,0.505771,0.548521,0.324146,0.719216,0.612499,0.404812,0.289926,0.344015,0.589038,0
1070,0.505771,0.525304,0.352044,0.540715,0.575659,0.377329,0.615372,0.367052,0.547326,0
1071,0.555319,0.614167,0.361136,0.594562,0.727333,0.186383,0.457345,0.552675,0.461542,0
1072,0.505771,0.454491,0.46914,0.305199,0.327486,0.661257,0.733366,0.409994,0.285451,1
1073,0.514531,0.438944,0.369511,0.464286,0.405908,0.447465,0.54447,0.517336,0.933855,1
1074,0.439321,0.701712,0.098866,0.724689,0.830448,0.302363,0.38852,0.669311,0.397364,0
1075,0.505771,0.64756,0.153346,0.663456,0.763923,0.234791,0.55619,0.131936,0.474436,0
1076,0.483395,0.567006,0.342194,0.382055,0.346738,0.268286,0.422005,0.641925,0.34983,0
1077,0.574102,0.36629,0.789566,0.344726,0.395454,0.369702,0.393357,0.532673,0.199705,1
1078,0.584084,0.5913,0.300547,0.541657,0.581699,0.479915,0.461607,0.691149,0.35463,0
1079,0.481771,0.568215,0.326646,0.451918,0.498616,0.634519,0.376025,0.583068,0.64635,1
1080,0.543127,0.606658,0.182882,0.833503,0.766754,0.244091,0.375888,0.465372,0.403665,0
1081,0.610439,0.473043,0.378098,0.571434,0.635789,0.405411,0.389172,0.877088,0.388599,0
1082,0.388037,0.66712,0.240529,0.691092,0.798193,0.467565,0.330967,0.525792,0.45839,0
1083,0.551006,0.534315,0.443567,0.569813,0.548455,0.290885,0.32344,0.510984,0.327582,0
1084,0.582467,0.437687,0.345453,0.457679,0.581699,0.415644,0.387075,0.479867,0.19105,0
1085,0.505771,0.517923,0.373918,0.479842,0.481084,0.408152,0.431486,0.406916,0.288721,0
1086,0.56042,0.530857,0.220813,0.677508,0.609665,0.575005,0.443211,0.798605,0.419201,0
1087,0.511173,0.546122,0.438449,0.499611,0.655371,0.466852,0.395095,0.393973,0.285198,1
1088,0.406764,0.701073,0.126058,0.608397,0.581699,0.516848,0.508019,0.552949,0.457669,0
1089,0.47912,0.550808,0.280996,0.505514,0.581699,0.477825,0.474609,0.65422,0.448604,0
1090,0.341087,0.669467,0.224234,0.709988,0.739196,0.602568,0.575,0.593881,0.335239,0
1091,0.505771,0.554544,0.322241,0.549999,0.591515,0.199828,0.45341,0.234704,0.555343,0
1092,0.505771,0.572002,0.282681,0.600689,0.758718,0.239662,0.446761,0.754303,0.293005,0
1093,0.607265,0.531306,0.344271,0.52886,0.581699,0.370184,0.438438,0.489908,0.786972,1
1094,0.552946,0.619551,0.369482,0.653188,0.667535,0.593735,0.502323,0.592113,0.43319,0
1095,0.299106,0.583775,0.352817,0.430067,0.563798,0.145183,0.346174,0.372739,0.594245,0
1096,0.505771,0.343548,0.735897,0.444512,0.315877,0.328397,0.705194,0.563275,0.596469,1
1097,0.557715,0.48013,0.274467,0.471731,0.622308,0.714471,0.379023,0.655955,0.513434,0
1098,0.421139,0.506803,0.604163,0.332582,0.352692,0.611489,0.352881,0.621023,0.417783,1
1099,0.519261,0.390746,0.506359,0.221462,0.328935,0.567494,0.58182,0.587181,0.442283,1
1100,0.505771,0.600704,0.192356,0.739157,0.625432,0.1793,0.391567,0.599831,0.463021,0
1101,0.677829,0.436921,0.65201,0.626004,0.581699,0.303059,0.458556,0.826125,0.538986,1
1102,0.532713,0.49341,0.236634,0.557595,0.587074,0.526622,0.259129,0.663979,0.57624,0
1103,0.57088,0.662869,0.275107,0.723815,0.581699,0.597008,0.469317,0.550882,0.546946,0
1104,0.55331,0.597923,0.350533,0.634529,0.660117,0.481815,0.736793,0.344395,0.421381,0
1105,0.591128,0.420484,0.356171,0.421983,0.507533,0.297534,0.6842,0.63088,0.618518,1
1106,0.491426,0.421345,0.726787,0.187062,0.256083,0.651492,0.548733,0.541897,0.801325,1
1107,0.48567,0.695072,0.125858,0.78385,0.826295,0.335307,0.637111,0.346438,0.448097,0
1108,0.583412,0.35355,0.588851,0.32826,0.479959,0.741398,0.690501,0.532673,0.37071,1
1109,0.505771,0.606566,0.318055,0.437995,0.56011,0.357333,0.51201,0.625465,0.342532,0
1110,0.338315,0.565285,0.465926,0.385078,0.553031,0.572408,0.454526,0.522604,0.670373,1
1111,0.42528,0.6511,0.190616,0.729962,0.581699,0.296375,0.437151,0.566545,0.476205,0
1112,0.469928,0.54763,0.362335,0.545251,0.682035,0.396446,0.147878,0.849106,0.423696,0
1113,0.62682,0.398714,0.357803,0.593307,0.499411,0.523261,0.516967,0.666802,0.556616,1
1114,0.489307,0.437274,0.661139,0.236428,0.387555,0.207967,0.528935,0.581081,0.308243,1
1115,0.625508,0.500513,0.504381,0.641312,0.581699,0.396273,0.614376,0.580565,0.445981,1
1116,0.505771,0.600555,0.35081,0.512645,0.581699,0.353696,0.367557,0.459247,0.33892,0
1117,0.505771,0.474163,0.559264,0.475442,0.518497,0.680054,0.589737,0.553737,0.483247,1
1118,0.576663,0.523713,0.275596,0.590742,0.580852,0.439645,0.426643,0.433859,0.643659,0
1119,0.362734,0.499312,0.29233,0.293837,0.414895,0.60622,0.349634,0.645782,0.412373,1
1120,0.53178,0.564531,0.413227,0.612426,0.80834,0.391595,0.42464,0.597709,0.212023,0
1121,0.673858,0.402463,0.3309,0.430946,0.444266,0.516488,0.466987,0.587584,0.520146,1
1122,0.42185,0.637341,0.2158,0.686745,0.707632,0.273449,0.434163,0.341602,0.277422,0
1123,0.414535,0.528739,0.314103,0.297033,0.360698,0.321747,0.48738,0.063596,0.138346,0
1124,0.544082,0.490612,0.548765,0.459799,0.68333,0.254861,0.454621,0.665606,0.372952,1
1125,0.643462,0.367011,0.569742,0.410333,0.581699,0.360082,0.369927,0.395438,0.465308,1
1126,0.387318,0.572501,0.299181,0.402345,0.504792,0.35078,0.318162,0.541574,0.276376,0
1127,0.698442,0.393575,0.377871,0.572533,0.581699,0.306123,0.330444,0.605141,0.509239,0
1128,0.371781,0.672674,0.287285,0.543896,0.581699,0.389117,0.408675,0.44426,0.37617,0
1129,0.34804,0.643011,0.273198,0.526498,0.551193,0.302359,0.516942,0.642735,0.46663,0
1130,0.556708,0.426298,0.41352,0.588339,0.651248,0.379423,0.50182,0.532673,0.523734,1
1131,0.505771,0.767933,0.040835,0.76204,0.749461,0.302385,0.448236,0.512077,0.49751,0
1132,0.504156,0.509682,0.431614,0.642223,0.785169,0.491084,0.621777,0.328993,0.40912,0
