@relation water_potability-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-R10-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Conductivity numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Potability {0,1}

@data
6.465094,241.268138,43958.67813,7.420155,306.020393,544.600567,20.768986,89.646506,3.790524,0
8.245187,199.305774,13909.479065,9.369642,406.047609,423.736784,14.801329,97.277004,4.125732,0
7.080795,196.432007,18128.908291,8.008077,323.552138,313.36187,18.600728,67.964376,3.502082,0
6.704792,176.896033,28140.768155,6.942107,333.775777,455.972627,16.03598,40.076113,3.806596,0
6.430255,207.579402,26855.105611,7.08791,304.173434,418.419471,17.921141,34.816398,4.805792,0
7.482791,186.093432,19621.325105,8.171865,369.190878,475.21146,12.127254,105.165799,4.094746,0
5.504452,164.500984,11950.235031,6.800958,302.190494,537.539609,14.393869,69.939822,4.657361,0
7.521921,198.354626,20139.430347,7.177655,333.775777,603.054956,13.77361,84.816771,3.110932,0
7.080795,164.094744,9344.653322,5.959309,349.019434,367.389811,13.937968,88.771969,4.559337,0
8.522568,208.133,16446.32805,6.729775,372.503843,346.374598,12.002178,80.758618,3.358284,0
5.694476,193.43213,18742.925222,6.556668,327.002371,448.754151,13.623308,56.326497,4.107467,0
6.934504,176.969431,15323.408822,5.66687,369.341803,435.948386,21.81316,104.7477,3.875238,0
6.11518,226.084429,24699.523903,6.707523,298.329339,429.706681,14.53608,71.04548,3.690862,0
8.575673,197.560283,15888.625207,4.865463,311.557381,464.725567,18.736927,40.224521,3.506229,0
5.689143,181.584565,17589.26899,7.23847,350.782082,345.536366,16.030293,66.396293,4.59298,0
7.080795,199.064672,39927.737045,5.454051,259.009945,257.963154,14.24472,52.616387,4.059377,0
7.226127,213.320616,23129.748056,6.193624,304.562776,624.229901,16.982256,73.733593,4.153559,0
7.197796,168.640975,12763.267889,6.897594,333.775777,566.250694,12.437571,65.746717,3.844013,0
3.846814,190.992873,26895.257956,5.629536,333.775777,660.254946,18.125202,78.153575,3.584202,0
5.896339,178.678094,17420.087149,5.292162,333.775777,473.686693,16.437715,79.471177,5.032855,0
7.080795,247.453297,43846.025266,7.865781,324.24378,334.166061,16.661153,54.236592,3.572344,0
8.32635,213.874858,35477.766643,8.364131,346.787003,569.103294,17.466467,62.792905,4.395285,0
6.891562,198.544641,26240.492982,5.15387,333.775777,436.927096,8.634319,86.810229,3.561963,0
5.548125,217.018259,34006.768745,6.647425,331.402947,430.269664,15.647036,64.980642,4.599236,0
7.080795,175.588146,17092.225827,7.338417,323.154115,491.728142,11.705953,52.363442,4.316063,0
5.386638,206.896806,20416.65103,7.312752,356.384272,525.123471,10.218185,70.033119,4.3209,0
7.262535,212.521308,38713.112692,5.837807,262.095022,332.425224,14.098786,70.300741,4.846359,0
6.257086,180.406211,13826.257914,7.075131,346.627467,422.600375,11.838106,77.838212,3.994714,0
7.025504,205.400529,21884.538515,7.276065,304.732203,442.40554,15.843744,65.580338,2.941555,0
6.584839,196.133985,16609.925489,6.673977,323.372352,304.713665,12.501554,85.682146,3.919955,0
6.565634,159.729363,19044.680071,6.693214,283.514672,393.625173,18.207137,67.054119,2.770948,0
6.622103,196.891061,16010.524152,7.256071,333.775777,264.283933,14.410952,45.448777,5.290921,0
7.217393,180.194221,13579.55458,5.993126,317.963404,421.963539,12.370339,63.446749,3.74662,0
5.253907,191.982047,34793.853306,5.817404,333.775777,395.713259,12.570715,54.968734,3.488373,0
8.131375,177.095312,13238.070298,6.678741,333.775777,450.718334,20.603574,85.105892,3.542811,0
6.619775,150.718361,11388.534187,6.80758,370.753469,431.430087,7.710769,73.634278,4.086921,0
7.080795,206.318343,18752.269677,8.202453,344.589628,510.48788,5.362371,61.911364,3.293553,0
6.217255,205.648251,32911.929717,5.946074,298.39049,414.771017,12.128366,79.245033,2.081425,0
5.019985,156.970822,19272.704481,6.18471,331.559845,341.35716,16.196573,75.302598,4.089485,0
6.90738,210.27921,40290.221636,6.874702,294.015198,340.704978,18.253472,84.022119,1.496101,0
6.313115,162.336412,20849.190737,7.086469,333.775777,387.957716,15.047593,83.921292,4.126965,0
7.080795,179.320123,5075.269202,8.737783,455.451234,392.353732,16.839331,76.243623,4.397533,0
7.293929,180.843125,15823.339374,7.721977,333.775777,457.520443,8.857599,37.73479,4.40325,0
6.630364,186.761088,30939.023214,7.703481,333.775777,330.876083,13.815757,86.753117,3.490588,0
8.01578,180.060377,12135.72493,6.259376,310.068681,666.690618,17.660149,66.588849,3.18058,0
4.24989,168.572146,16073.67062,5.360896,261.267707,449.051516,11.34921,86.946897,4.116348,0
4.26527,199.499451,25634.533284,5.914884,260.261206,300.547929,12.198732,55.942366,4.900446,0
9.266841,203.252613,20478.785957,6.838779,337.299567,508.28335,19.164525,66.396293,4.330049,0
9.619457,210.261247,18185.050473,7.939889,333.775777,387.330215,17.478162,65.989507,3.1732,0
7.086877,192.387368,25524.82347,7.354035,322.740031,548.917718,14.524408,64.124391,3.992848,0
3.433874,152.480075,16318.733614,5.973098,313.064316,412.915539,9.970144,68.507542,4.104938,0
8.436759,242.48858,44896.984112,7.863084,333.775777,575.937018,14.531777,50.774208,2.49991,0
12.246928,217.368014,11318.140563,8.46516,375.894758,347.653054,9.762505,73.832405,3.533243,0
7.343032,198.53077,14037.039927,5.788346,333.775777,479.241467,11.090374,61.10024,5.288058,0
4.616439,192.57401,14982.305477,6.080029,333.775777,344.146321,11.090006,88.483583,2.634341,0
8.307463,229.941234,18452.645571,6.895146,338.483703,464.900985,9.512103,84.053415,4.625729,0
4.909641,157.240458,10488.770937,6.929793,333.775777,311.745757,11.0238,48.525525,5.345324,0
7.709106,178.810828,18610.124152,7.734441,333.775777,462.201163,13.888704,64.841637,4.235108,0
7.080795,173.81671,26552.974401,6.290279,293.170273,366.718706,13.271499,72.12984,3.206995,0
7.818275,179.218217,27558.542533,7.504453,315.447492,359.09919,12.618667,52.377477,3.329243,0
8.207459,189.942157,17447.994672,6.761682,333.775777,449.412606,15.335711,54.946344,4.151866,0
6.958534,187.748849,13457.211129,7.363593,330.750392,350.603431,16.719156,77.671292,4.1946,0
7.080795,193.92618,14936.503971,7.203401,309.447432,447.450108,12.180626,66.396293,4.297914,0
4.34944,157.513361,24352.066099,5.967722,287.04511,432.642307,10.667254,44.289013,4.442712,0
6.629985,195.70038,21495.537558,6.546464,363.691949,335.80471,11.395098,66.165224,2.534499,0
8.969697,195.744765,9049.682595,7.467068,396.453568,378.528511,17.757697,114.208671,3.983099,0
6.77105,194.635122,15719.493609,6.746344,339.001575,441.730391,22.891011,75.472825,3.244867,0
6.724639,223.175415,41552.019664,7.7447,271.15712,463.885216,13.165035,61.058796,2.921415,0
7.080795,221.391974,27979.736222,6.57239,349.624553,355.781983,9.986355,81.963485,3.439623,0
6.967271,218.792793,33933.709852,8.97718,360.996941,438.809155,18.633065,71.919217,3.272471,0
7.080795,225.972136,32617.124604,7.380664,259.205274,355.879301,11.122653,66.359658,3.232872,0
7.053117,240.85177,19500.349983,8.051173,383.667866,377.188125,12.955577,55.522195,5.671999,0
7.755154,196.782784,19024.688671,6.911868,392.800081,338.430624,10.772862,76.617599,2.7288,0
8.580009,174.50682,6493.547256,7.040727,409.380908,403.596631,16.122668,52.166773,3.195591,0
6.90171,173.153915,10323.957841,7.436808,376.811708,538.620787,10.401973,36.751898,3.035671,0
7.81425,203.383463,24470.204256,7.631407,321.97457,516.646817,17.242909,80.651978,4.104662,0
5.918954,154.773517,9712.560664,5.326272,333.775777,386.218072,16.579301,65.882335,4.265547,0
7.021295,225.350498,23109.854231,5.907273,320.535989,459.89989,13.670099,77.339918,3.675558,0
7.080795,189.814682,19887.769826,8.115768,415.927898,547.026766,12.958917,70.937481,4.893751,0
8.132737,206.786448,25838.128484,8.684833,346.611849,472.277026,11.633015,66.396293,2.969434,0
6.057068,184.373232,14807.26849,5.753405,384.821967,462.00617,14.753055,34.26586,4.371748,0
5.343075,211.662091,45166.912141,6.651801,279.7675,485.959717,19.682337,70.546862,4.240032,0
7.080795,152.507679,11398.731105,8.728973,400.669601,385.335804,11.676601,58.60094,5.444927,0
5.742533,182.941032,21293.889754,6.826413,306.543072,435.234727,11.144072,68.612391,4.272203,0
6.584813,182.375456,24723.106296,6.23892,333.775777,414.350751,17.582615,78.213738,4.404132,0
8.070477,198.865948,18266.617717,6.90237,396.61951,376.710304,10.924461,87.379561,3.05579,0
6.652824,187.946409,19155.727561,5.949622,345.358533,433.875209,20.523191,26.140863,3.661529,0
5.506062,164.496172,21543.726601,5.983996,333.775777,453.88334,13.339716,55.751362,2.778906,0
7.080795,214.972435,36112.134634,7.094066,333.775777,414.101567,15.874564,71.631818,2.432507,0
6.441766,174.781849,11306.261505,6.685755,333.775777,544.354182,17.109829,89.122026,3.682134,0
7.080795,194.445316,41461.316999,6.951666,239.911902,362.500414,14.110249,58.751463,4.894842,0
8.248703,201.338857,24912.879705,7.877666,389.088844,415.683448,12.842048,51.859151,3.540532,0
2.569244,201.603284,48204.172192,6.380684,261.71996,429.74643,10.78414,79.719666,5.506934,0
5.664846,186.648359,18678.950811,5.153873,313.083489,335.505521,17.55157,59.571837,3.57029,0
8.999499,234.835477,20933.51275,7.980451,365.060966,444.077017,12.168764,54.404704,3.695084,0
5.588537,171.333123,17732.240668,5.588614,343.041575,466.445429,13.827755,59.376451,4.373999,0
6.265637,159.29019,18711.064662,6.835968,314.223053,499.604629,15.061714,68.107216,3.266029,0
6.922042,201.410123,16515.872166,8.463004,357.935222,336.046451,20.929103,60.520904,4.242947,0
8.072612,210.26978,16843.363927,8.793459,359.516169,559.167574,17.263576,68.738989,5.082206,0
8.828094,196.562853,17699.610609,8.94038,379.914286,486.863267,17.517283,61.182844,3.793318,0
8.647454,183.597374,12995.885427,6.195449,382.357869,489.762799,18.076963,93.409614,3.624101,0
7.475537,215.429102,31359.386456,7.498495,337.462379,477.235053,12.18631,53.90882,4.015574,0
11.53488,183.262261,4111.785432,7.416773,398.955345,475.255395,10.839796,69.420035,3.000096,0
6.453065,178.998245,23129.460178,6.354508,326.853185,371.882763,13.178301,41.525863,3.440859,0
8.19221,172.292763,13528.549383,7.354685,377.455712,455.015311,7.242761,66.396293,3.489283,0
7.247701,210.270805,31561.95553,9.080906,333.775777,558.526471,13.415205,73.62924,3.319953,0
7.893132,201.43325,20526.049705,5.628776,299.018236,303.878793,15.254653,71.542306,3.302212,0
6.16445,203.016474,19231.681749,8.551279,333.775777,371.167508,8.234265,76.657286,3.446401,0
7.937392,170.445328,6626.376426,5.117364,372.625257,316.022466,23.135952,73.786211,4.270851,0
8.281121,227.654351,17995.405219,7.493279,323.379987,459.865512,14.363661,16.291505,3.687995,0
4.906492,173.779159,14786.138901,5.843757,267.561144,620.34684,7.775896,38.794307,3.152345,0
8.143483,182.432457,10673.582674,6.607835,333.775777,427.545219,13.719331,77.769334,2.57283,0
5.117914,179.701677,26215.401103,5.502903,303.257592,369.618616,14.761878,82.831554,3.8067,0
6.44907,163.447649,16906.331298,5.152226,283.217329,397.507055,16.787272,82.016058,3.33155,0
5.613563,204.569366,16615.908152,5.618949,316.099824,341.523672,15.173956,73.450164,3.465089,0
5.754213,241.60243,31871.291239,7.299302,203.444521,495.945344,22.763707,71.428978,5.920234,0
6.906575,199.638124,15201.339954,5.136599,333.775777,306.023975,15.212798,90.57902,3.28275,0
6.336267,228.455028,29342.709756,6.963478,333.775777,398.181884,15.545029,92.011257,3.745725,0
8.121254,200.353696,25412.709742,6.54765,314.090738,411.986987,12.419359,59.763194,4.428312,0
7.080795,194.166625,11275.872655,7.266598,399.282081,427.896907,15.213176,34.471753,2.909606,0
8.935116,218.394054,23774.258279,6.414852,324.844691,413.004844,13.45058,63.579317,5.168298,0
6.452781,190.321391,22034.954596,6.914693,333.775777,353.89767,12.158056,67.212405,3.425065,0
8.458815,225.712359,15677.970686,6.410043,314.331408,636.257755,10.61371,71.96339,3.507709,0
6.930083,210.425875,22802.03993,5.945303,333.775777,473.795554,13.90011,64.042698,4.149414,0
6.25507,173.840226,25456.274977,6.23314,333.775777,482.019799,14.235105,70.704363,4.1942,0
5.669819,203.452715,27244.63447,6.60495,333.775777,361.23848,11.09506,68.923128,5.600459,0
7.945407,211.800085,15938.286439,6.636454,385.65273,392.166088,9.619021,40.233823,5.428917,0
7.499844,210.985034,23707.465304,7.148518,333.775777,484.84334,18.081957,52.967469,4.454477,0
4.695516,198.910488,24767.167109,7.87975,353.484674,512.841874,19.957513,44.34568,4.641738,0
6.710634,203.642917,23748.183992,6.726664,342.441433,455.967558,15.879549,63.676952,3.863287,0
9.502857,175.585673,4466.257488,6.416459,370.851893,406.309854,13.754221,57.438275,4.237345,0
4.405327,169.742537,15039.710406,6.308198,352.917733,424.251162,14.441754,79.169597,4.086867,0
6.810345,166.592425,18852.122979,7.847712,333.775777,294.383914,13.447314,54.117664,4.115696,0
6.983133,181.119529,17503.31223,6.931628,333.775777,181.483754,11.59834,72.033901,4.426983,0
6.968131,205.982582,19207.311771,7.285998,283.478555,459.176682,17.916964,50.87882,3.030824,0
5.762552,184.847487,22159.018073,6.302264,347.775154,449.435376,12.950545,65.839742,2.906589,0
8.397248,199.495811,16772.226246,8.117218,343.403764,402.464906,17.236047,75.853549,2.835794,0
8.828327,189.975553,13527.989886,7.145967,408.591208,338.512459,18.5435,66.396293,3.052822,0
9.395842,162.1577,9225.770911,8.275035,333.775777,451.524629,12.632707,80.249886,3.530498,0
7.593177,201.068737,19214.186357,7.71012,351.38608,451.211449,4.371899,74.673986,3.542093,0
5.149133,198.33244,16795.318674,6.708068,326.952617,303.333632,12.510887,66.376374,4.839176,0
4.916741,191.46711,23425.331316,6.857583,333.775777,316.422251,18.281754,43.43324,3.613212,0
7.080795,202.88699,24518.574297,7.217408,360.154113,492.352061,16.743289,72.710127,4.174569,0
7.37129,180.736526,25672.311996,7.377422,310.567467,298.053057,12.671607,27.559355,4.084697,0
8.278753,200.162223,29381.936405,7.249879,333.775777,456.470673,15.160641,70.337057,4.767722,0
10.202972,211.963404,21708.949286,7.491895,333.775777,395.140783,21.520593,62.65946,3.270904,0
4.562156,189.261418,23829.79288,7.815125,325.167371,401.551657,13.624148,66.396293,4.822884,0
7.080795,205.95225,29743.822595,7.518692,333.775777,430.24601,20.720473,82.396766,3.893926,0
5.202672,195.329689,23051.441857,6.959567,245.728949,473.548484,11.659196,49.52233,3.927981,0
9.149734,230.561899,30468.641826,7.667655,337.557972,539.625037,16.133499,58.134527,5.436819,0
7.615557,204.869974,8403.284552,6.012316,418.309431,311.178955,12.742329,67.282328,4.243134,0
7.813068,183.69748,9812.122463,7.607639,400.373526,539.610797,12.348083,90.390277,4.713719,0
7.721033,203.354788,35800.699273,7.683399,312.919044,424.966995,18.092608,96.442129,4.168487,0
9.056245,197.666301,17403.532167,7.688917,337.460176,414.766631,15.349869,63.696746,3.319354,0
8.082657,213.755177,21689.634297,8.771784,325.034265,508.116473,17.038212,66.396293,5.24713,0
5.848667,210.441205,33095.389597,6.095884,312.375786,482.451933,11.813338,61.935078,4.874534,0
8.470546,199.489716,26559.380406,7.904381,351.738925,491.519705,9.50488,66.146355,2.935802,0
9.228582,180.944697,10345.399315,6.056989,333.775777,397.04313,18.215464,53.976734,3.839185,0
8.170588,208.279181,12806.832327,5.489259,322.923998,472.028286,13.389549,28.566364,3.995857,0
6.381977,211.917276,20709.279762,6.171162,278.949273,525.075478,16.684074,74.529806,4.991896,0
6.989814,221.000235,20769.519636,8.361019,307.523159,326.58636,12.286237,62.768615,4.808583,0
10.378108,200.004121,8644.831047,9.823507,442.761428,473.814191,14.156241,64.164409,3.577447,0
7.080795,182.100573,17423.407989,6.815719,333.775777,495.513128,11.558372,85.864119,3.568197,0
3.590822,213.702299,33431.671122,5.542364,308.380612,465.630119,18.126924,50.081054,4.144781,0
7.388519,201.057714,13921.146217,7.766495,333.775777,560.774729,14.467095,74.374018,4.409054,0
6.966835,158.043065,12256.678287,7.105619,371.517435,382.443863,14.40808,78.100735,2.957441,0
6.703487,182.129514,24316.875146,7.009806,341.333952,479.537497,20.088643,53.925045,4.223884,0
7.139671,183.427975,16916.413537,6.539416,333.775777,363.767714,10.144443,42.315473,3.151389,0
6.648793,213.959988,16388.405265,7.656506,357.728131,372.686995,15.379519,31.895507,5.138048,0
7.080795,182.059534,17869.455441,9.832911,361.537736,359.44942,20.20933,49.15664,4.170076,0
7.940713,197.049965,10762.938632,7.515815,384.791134,406.116784,16.237265,74.611653,2.990151,0
8.228564,182.196905,18132.094401,6.712007,335.780518,569.934888,15.119348,63.359706,2.781944,0
8.665692,162.359687,3802.411681,6.281553,333.775777,337.972823,19.270709,84.192581,3.494032,0
5.064042,214.529328,21035.106855,9.134813,333.775777,471.178109,13.333518,58.194222,5.122703,0
7.894323,176.319304,11697.606972,8.198106,376.783989,383.019101,12.677488,57.280265,2.865031,0
7.042794,194.046719,16733.124103,7.701926,350.243966,504.925466,19.703422,82.253454,3.965647,0
8.305064,177.174394,8451.319111,5.807122,335.871718,361.691437,14.359351,50.926671,4.461211,0
8.268308,168.68789,13181.673516,6.383226,298.307093,294.298065,12.366424,79.206473,4.405408,0
7.080795,199.570525,25305.10293,5.956792,329.133255,287.596062,13.786141,33.781557,4.133069,0
7.397562,217.936799,24502.155146,5.919099,333.775777,426.003004,12.26315,49.502513,2.459337,0
6.367299,183.789491,11619.709697,6.035221,343.828015,362.775439,16.643696,73.259221,2.614766,0
8.410626,185.183739,29985.249881,8.178008,333.775777,489.904347,17.697765,74.230076,4.352296,0
7.098246,207.535381,22671.479761,6.284582,295.585686,297.106494,17.105328,71.020825,4.909571,0
7.322502,196.104298,19534.421648,6.661157,297.841381,418.075511,17.161768,69.467359,2.981649,0
5.198225,173.119821,11178.403544,5.893458,343.209876,390.065616,14.160899,65.433008,3.807318,0
7.080795,213.474706,20626.515937,8.442057,318.738774,337.895405,7.689294,77.003121,3.23657,0
7.080795,215.750221,36776.137499,6.669057,294.111044,489.885871,11.18035,66.396293,4.754313,0
6.280905,178.7072,16950.015907,7.866135,370.32635,388.552621,10.971432,74.608023,3.021289,0
6.82393,146.130599,13467.87978,6.423224,289.57646,412.840506,14.307687,81.529534,4.016144,0
6.629994,209.157022,20487.923825,7.278912,332.877574,524.883329,20.751751,60.236844,3.155214,0
10.301571,199.609364,11278.829678,7.464893,433.448168,461.979286,17.099096,63.190835,3.857852,0
6.123194,181.312418,15135.127236,5.824042,293.840703,391.610322,11.591795,61.946683,5.457831,0
7.080795,196.139312,10540.342278,6.45946,359.168722,400.679602,13.583559,45.900706,4.149483,0
6.848033,165.815326,6068.454885,6.132132,373.206834,442.786267,11.118171,64.0276,4.257038,0
7.080795,227.082694,45166.639389,8.075967,279.75807,472.245938,17.013801,72.606332,3.14479,0
6.411526,197.684879,19505.296945,8.262398,333.775777,436.056485,12.902109,66.396293,2.200678,0
5.122648,195.018888,17279.513749,7.027441,336.466042,446.712219,4.861631,72.83754,3.504525,0
3.434856,185.342961,22690.244404,8.150954,309.217651,398.37013,10.03495,55.947322,5.38951,0
10.84813,236.725049,14036.163656,9.002885,333.775777,564.902813,17.405818,66.396293,3.133839,0
8.725393,213.610372,18862.673054,8.670127,324.027106,396.22901,20.055737,96.59146,4.565542,0
10.351743,241.6718,18588.303326,8.784378,333.775777,303.688107,13.615947,75.129896,5.227609,0
8.174028,192.39043,19808.537766,6.955821,377.700189,503.522172,13.780973,59.542769,3.986781,0
8.034012,197.609392,25204.674082,6.501097,330.552173,490.8215,15.107289,89.800947,2.452121,0
8.205542,188.277188,19902.823824,5.002792,333.775777,331.345569,15.062841,57.814335,3.634031,0
7.893818,203.296621,16853.676328,7.334428,339.767579,398.9895,19.31876,58.57461,3.508504,0
7.080795,218.405545,11370.649169,6.866826,392.841907,284.551173,16.09552,66.396293,3.266562,0
5.488135,192.507984,21715.774409,5.454063,333.775777,553.287241,13.081524,87.279537,3.652991,0
8.163074,162.231846,10494.573369,8.087496,423.952028,487.318346,16.011608,69.976719,4.128193,0
6.867001,184.248496,14464.115547,6.759352,371.283819,497.703775,14.782861,73.433479,3.484121,0
5.821707,220.125423,40009.72361,6.631836,333.775777,493.118346,12.420834,49.129301,3.908199,0
7.451889,203.200286,15825.182571,6.754242,333.775777,348.952903,11.094898,91.493087,3.930081,0
6.898315,228.802804,45939.689158,9.564027,377.813505,392.382326,13.872994,66.983589,3.822307,0
7.54434,180.119728,17253.33674,5.741254,333.775777,575.922172,14.861906,58.754981,4.435514,0
4.103868,168.283651,22207.470232,5.85008,333.775777,344.869506,15.466455,34.719623,3.808851,0
5.329939,196.034623,24000.523144,5.729575,335.092322,511.705187,18.588091,68.458037,5.799322,0
6.962994,206.817887,24036.593827,7.691454,356.632561,552.273055,8.574691,88.620139,4.760382,0
6.84606,177.829127,16515.670391,6.14721,308.901696,542.997099,12.626474,60.900254,4.709374,0
6.279842,175.89064,11582.505249,7.059985,333.775777,430.322092,15.674785,86.760257,3.278584,0
6.73985,197.374482,34702.417848,5.869685,261.068006,390.046573,17.757917,91.384605,4.37963,0
5.495035,184.434836,26744.301742,7.356517,332.030285,459.642172,18.417924,71.875574,4.115428,0
7.58377,217.283262,36343.407055,8.532726,375.964391,393.877683,17.442301,77.722257,3.642289,0
5.866703,159.433175,16298.001347,5.784709,333.775777,525.213791,11.055446,79.28874,5.302973,0
6.39498,220.422389,21051.256907,8.739505,348.04776,353.365418,19.637042,48.709989,4.732003,0
5.821262,204.04889,37174.005414,7.867815,329.019554,466.783264,13.988707,96.826961,4.371079,0
5.514062,212.555066,27859.748306,6.646356,286.474806,524.547975,13.067803,99.918387,4.460363,0
6.730884,192.436076,22296.059652,7.450541,333.775777,326.350745,11.827401,66.396293,4.359137,0
5.198068,200.464445,37200.242065,7.401099,311.794887,573.135532,17.238656,74.948217,3.295034,0
7.080795,191.012309,9626.893206,6.179377,353.055891,271.368437,13.441175,92.48614,4.654177,0
7.362331,215.637255,28263.310638,6.478948,333.775777,417.608214,16.552543,56.399346,3.933565,0
7.066142,207.361429,22523.43357,8.064693,343.293876,503.253317,12.168334,83.656615,4.127599,1
5.420348,232.386827,25107.20863,6.53668,333.775777,473.268096,10.817123,81.224983,3.75672,1
7.015333,222.113004,16351.226287,7.838884,353.189806,420.136873,8.840514,66.543935,5.251223,1
7.080795,246.239763,6974.225135,9.812468,417.911837,355.53247,13.330091,68.388378,4.138697,1
6.044672,150.671021,13593.600018,6.456238,401.737392,392.206741,19.827392,43.564293,4.914884,1
6.19865,246.476962,31369.541641,6.218948,333.775777,527.000796,10.522935,62.125469,3.574172,1
7.678945,178.200542,20243.088195,7.099474,333.775777,363.97406,11.913204,58.2737,3.08955,1
8.062066,125.705329,35381.670759,4.740111,333.775777,463.46164,7.091229,98.59456,3.040031,1
7.255799,200.163795,32595.120244,7.572435,324.551514,489.27216,12.305634,45.687421,3.968177,1
7.080795,239.439953,15426.915079,8.731751,392.312173,364.956491,14.16201,70.765992,3.430167,1
6.792407,306.627481,28508.216929,6.811416,293.078305,306.115539,9.006143,60.912034,2.50565,1
7.368166,204.041451,8524.874646,9.469763,429.814322,328.565288,11.173155,88.888819,3.684263,1
8.837787,195.827213,11610.207949,7.870062,332.759029,514.925997,12.291616,87.429078,2.08708,1
7.108141,148.624606,23688.205223,7.003488,339.112673,259.963763,17.218575,56.044934,4.015246,1
5.289618,194.056393,21776.170174,6.278293,359.099733,353.77293,14.181471,33.592031,4.5481,1
7.169251,162.478226,39624.087179,5.408354,300.69513,507.027006,16.559229,66.396293,4.533174,1
7.695049,153.809783,11598.682367,8.053642,333.775777,297.675877,12.907351,73.688742,3.198879,1
8.69315,219.178297,16559.877262,8.877011,355.30498,545.228668,7.283013,73.331529,4.687847,1
7.080795,184.786038,18113.017302,8.31908,381.513212,530.248387,19.385941,70.957565,3.077035,1
6.999765,219.143373,16078.459386,7.652135,355.688892,282.502338,17.297556,65.065069,3.360131,1
6.897923,173.390928,16616.516617,6.352934,329.339768,337.436088,12.446976,60.159413,4.490105,1
6.382315,212.838514,24259.751669,7.360504,333.775777,342.581444,12.332979,67.748991,2.88137,1
9.917092,196.603746,37215.226835,7.408018,247.934855,522.548553,5.51204,77.830816,3.393325,1
5.609025,271.630824,26955.330183,6.772753,296.651564,443.872558,17.048683,72.827392,3.35489,1
6.277463,225.941935,22807.338851,7.38926,333.775777,328.68442,13.225666,50.803353,3.123166,1
7.080795,190.267367,15255.115258,7.597688,366.192327,418.476742,13.312723,68.944888,3.796737,1
7.714313,191.69264,19789.63608,7.856557,340.326314,377.926368,18.917027,58.692204,4.425134,1
6.351287,162.213345,22337.448393,6.867964,379.613803,337.077349,11.712149,65.967814,3.707054,1
7.958871,184.828557,26845.661013,7.673719,327.239109,389.264216,11.032867,52.51052,4.007903,1
6.618187,164.254565,13776.621792,5.925462,333.775777,315.199393,12.082169,61.474423,3.797068,1
6.000723,161.002305,21111.664104,4.339126,301.307173,384.753298,9.261965,71.002217,4.176219,1
6.392928,159.168926,21217.158596,5.298877,317.256788,305.2436,16.865453,62.154379,3.271339,1
6.977268,223.278891,20287.35977,5.274745,282.085719,377.000392,14.046278,67.627241,2.367041,1
6.353437,218.549363,18664.844297,6.690394,312.393019,503.414897,15.422459,94.386932,3.861109,1
6.01994,140.867898,20666.410142,6.903525,333.775777,428.695331,8.398237,67.290956,2.747027,1
7.330197,159.80372,14884.339958,9.194575,411.100692,404.195912,17.375739,51.153972,2.884715,1
9.241339,157.927492,31598.536377,6.778054,333.775777,464.025483,12.053627,93.871692,3.842578,1
6.593174,176.612829,21857.838889,4.709044,333.775777,310.435979,14.314282,52.697958,3.931653,1
6.948265,225.23176,6874.586016,10.116984,429.04562,386.582083,15.845193,59.474013,4.095612,1
7.080795,210.732854,13671.41603,8.546187,418.470551,352.252328,10.353659,45.304007,3.364891,1
7.080795,214.725704,21093.217409,7.366497,291.283272,539.006521,14.670246,62.259623,3.589252,1
5.938321,214.469575,10815.399442,7.795543,333.775777,626.128737,17.477598,59.989737,3.8895,1
8.249551,230.932832,32898.749368,7.019971,280.674984,364.931128,17.051185,69.781641,4.284831,1
6.903817,258.526842,35455.709612,4.881377,206.247229,318.622622,13.96174,65.866679,3.867843,1
7.605675,210.371436,9583.710441,8.509403,371.47169,325.683691,11.781265,86.513474,5.554075,1
6.589291,108.699077,34298.152941,4.94941,317.610182,324.590273,19.495393,66.396293,3.181112,1
7.511817,174.614134,15736.893959,8.034284,333.775777,303.108146,17.42546,90.662337,2.28552,1
7.301445,143.43135,46718.555965,4.768781,252.466485,446.839673,12.575417,60.648404,3.160075,1
6.788292,182.036895,25661.360539,6.939853,352.344929,419.895888,11.835382,71.436038,4.255948,1
7.080795,184.040988,23727.094105,4.964449,277.680837,382.847741,10.213623,75.56105,3.714469,1
7.080795,194.761215,38119.185568,6.998158,333.289216,436.927417,13.746598,60.490581,3.356978,1
6.692532,200.404351,37033.152091,4.727072,280.844916,376.672794,12.485257,57.818484,2.942115,1
6.028101,262.808478,17150.10055,9.37839,380.30135,514.545672,20.637599,76.529077,4.080786,1
6.715941,218.062384,17180.188184,8.915971,393.275772,349.00307,14.354595,57.247082,2.404729,1
7.490787,202.458061,26551.370105,7.120772,312.934025,306.345563,17.99816,67.356079,4.354535,1
7.080795,287.370208,41325.443548,5.51728,333.775777,375.724519,13.977338,97.859775,4.322325,1
6.336589,106.380113,15570.142322,6.851405,441.587654,380.433019,5.218233,48.735514,4.356594,1
